,시도,측정일시,SO2,O3,NO2,PM10,PM25
20159,인천,20160314,0.005644498398774663,0.034258563074352495,0.02279338589529373,62.94189272200108,42.85102386039886
20160,인천,20160315,0.007694905462184842,0.0274254610177404,0.032360404022720175,47.43455810686848,24.944648407148406
20161,인천,20160316,0.00909308375104424,0.023648517126148665,0.03442384241854634,51.251973684210526,27.490449365449365
20162,인천,20160317,0.010745319036971459,0.014809915413533792,0.063991941833751,80.53187134502924,50.31759906759907
20163,인천,20160318,0.009502559523809479,0.022166765873015828,0.05078938492063489,76.6233552631579,50.69310897435898
20164,인천,20160319,0.006642063492063429,0.03378769841269837,0.022479960317460263,71.31469298245614,40.660523504273506
20165,인천,20160320,0.008926775793650745,0.02888690476190471,0.02961230158730155,74.88333333333334,49.93536324786325
20166,인천,20160321,0.010466036619326042,0.02464733279276619,0.036121372927826044,76.17896188080495,50.74397824397824
20167,인천,20160322,0.006856839320523479,0.03606318226120853,0.028013760268727327,67.80018346519894,50.422785547785544
20168,인천,20160323,0.005881346595655767,0.03480936194653295,0.01998609910192142,73.51559310858846,42.40361952861953
20169,인천,20160324,0.005647383563074316,0.03233715538847114,0.019412366854636542,50.74394493177388,22.065462315462316
20170,인천,20160325,0.0067033265455304575,0.029185317460317425,0.03139486111111109,75.71513157894736,42.30929487179487
20171,인천,20160326,0.006060624999999983,0.03524404761904757,0.026814880952380906,62.41359649122807,43.304827117327115
20172,인천,20160327,0.007108333333333321,0.041301587301587256,0.023902579365079318,59.19517543859649,39.96144133644133
20173,인천,20160328,0.009393915517961546,0.037334680451127776,0.03564387479114448,66.68962418300653,43.172008547008545
20174,인천,20160329,0.007816577380952337,0.051738591269841226,0.02448219246031742,92.16630157911118,58.149499805749805
20175,인천,20160330,0.008720228174603132,0.0328958333333333,0.03194560515873011,89.79813074352548,56.96328671328671
20176,인천,20160331,0.01073981133389023,0.02164964494569753,0.05254860850041767,62.92646823349222,34.503010878010876
20177,인천,20160401,0.011530499686716754,0.02847578842940682,0.05219969663742687,71.85575396825396,35.54433760683761
20178,인천,20160402,0.01124252367028681,0.03996299603174601,0.039643520258980755,80.14871031746031,48.89182692307693
20179,인천,20160403,0.005338690476190417,0.02742658730158726,0.024174999999999947,42.43035714285714,23.345818764568765
20180,인천,20160404,0.005924589598997458,0.02714637113617374,0.025168520781119436,41.34833437761069,13.825587606837608
20181,인천,20160405,0.007464156746031716,0.02952708333333331,0.028356686507936487,56.83746693121693,21.002622377622377
20182,인천,20160406,0.009976187312644309,0.02856681634642157,0.04448038029100526,80.33520607073238,42.745629370629366
20183,인천,20160407,0.0057757243803953995,0.03682519841269837,0.02414358500417707,47.62085421888054,27.579589160839163
20184,인천,20160408,0.006148081140350829,0.03731028613199661,0.022180517439431877,52.081646825396824,32.4631216006216
20185,인천,20160409,0.007249007936507887,0.032918650793650736,0.026197222222222174,73.49484126984127,42.385416666666664
20186,인천,20160410,0.006828373015872975,0.0417162698412698,0.022164285714285668,86.88422619047618,48.68116258741259
20187,인천,20160411,0.0051422838345864166,0.02961682852965744,0.029207452485380064,58.60357490949596,24.285358391608394
20188,인천,20160412,0.007230450083542151,0.03027375905040373,0.03239298228209408,65.38191137566137,34.44262334887335
20189,인천,20160413,0.007095039682539638,0.027172619047619005,0.034749999999999955,56.96527777777778,34.5298174048174
20190,인천,20160414,0.005235713315662492,0.0309011136654954,0.0246488047042647,35.06586226595901,19.98860236985237
20191,인천,20160415,0.006900752975166625,0.032206617749438914,0.03543803576547575,60.483513931888545,32.7157634032634
20192,인천,20160416,0.006423611111111071,0.02850396825396821,0.037434722222222175,58.06944444444445,27.582726301476303
20193,인천,20160417,0.004905158730158679,0.03934920634920631,0.012948412698412648,52.591054023948764,19.335416666666667
20194,인천,20160418,0.005573501646272505,0.03651230322538367,0.02053411133020456,53.76383145363408,20.901418026418025
20195,인천,20160419,0.005222380430242237,0.033702741228070134,0.024058001427179024,47.13826058201058,19.04780982905983
